,source_url,article_title,article_text,published_date
19,https://www.sudinfo.be/id693466/article/2023-08-03/le-gala-basket-de-woluwe-saint-lambert-fait-son-grand-retour-en-septembre,Le gala basket de Woluwe-Saint-Lambert fait son grand retour en septembre prochain... avec le Brussels Circus!,"Le gala de basket de Woluwe-Saint-Lambert fait son grand retour après cinq ans d’absence. Le Brussels, mais également Ostende et Alost, seront de la partie.",2023-08-03
20,https://www.sudinfo.be/id693465/article/2023-08-03/arrogante-egoiste-et-mechante-apres-ses-ex-danseuses-une-cineaste-sen-prend,"«Arrogante, égoïste et méchante»: après ses ex-danseuses, une cinéaste s’en prend à Lizzo, et Beyoncé s’en mêle en plein concert (vidéo)",Lizzo est accusée de harcèlement et de discrimination.,2023-08-03
21,https://www.sudinfo.be/id691664/article/2023-08-03/joyeux-anniversaire-renaud-toujours-debout-renaud-fait-taire-les-mauvaises,"«Joyeux anniversaire Renaud»: toujours debout, Renaud fait taire les mauvaises langues avec ce spectacle tourné à l’occasion de ses 70 ans","On le disait incapable de remonter sur scène, mais voilà que Renaud débarque sur France 2.",2023-08-03
22,https://www.sudinfo.be/id693451/article/2023-08-03/d1b-nouveau-renfort-aux-francs-borains-le-defenseur-sidney-obissa-rejoint-le,D1B – Nouveau renfort aux Francs Borains: le défenseur Sidney Obissa rejoint le club,"Le Franco-Gabonais était en test depuis plusieurs jours. Par contre, Prosper Mendy ne reviendra pas.",2023-08-03
23,https://www.sudinfo.be/id693449/article/2023-08-03/la-ca-va-beaucoup-trop-loin-antoine-delie-devoile-les-messages-tres-violents,"«Là, ça va beaucoup trop loin»: Antoine Delie dévoile les messages très violents reçus après son interprétation de l’hymne national au Grand Prix de F1 à Spa-Francorchamps","Tous les messages haineux seront enregistrés et signalés à la police, prévient Antoine Delie.",2023-08-03
24,https://www.sudinfo.be/id693193/article/2023-08-03/canicule-et-vacances-les-belges-vont-ils-revoir-leurs-habitudes,Canicule et vacances : les Belges vont-ils revoir leurs habitudes ?,"Face à la canicule qui règne dans le sud, les Belges vont-ils repenser leurs destinations de vacances ?",2023-08-03
25,https://www.sudinfo.be/id693444/article/2023-08-03/un-choc-si-violent-un-immense-chagrin-michele-laroque-sort-du-silence-pour-la,"«Un choc si violent», «Un immense chagrin»: Michèle Laroque sort du silence pour la première fois depuis le terrible accident causé par Pierre Palmade","Michèle Laroque explique avoir tenté d’aider son ami à plusieurs reprises, en vain…",2023-08-03
26,https://www.sudinfo.be/id693397/article/2023-08-03/volley-p1-dames-deux-arrivees-et-trois-departs-binche-le-noyau-ete-rajeuni-fera,"Volley (P1 Dames) | Deux arrivées et trois départs à Binche: «Le noyau a été rajeuni, on fera un bilan à la trêve» (+ le point)","Tout juste promues en P1 Dames, les Binchoises voudront d’abord décrocher leur maintien avant de, peut-être, revoir leurs ambitions à la hausse. On fait le point sur le noyau binchois.",2023-08-03
27,https://www.sudinfo.be/id693442/article/2023-08-03/des-images-rares-et-exceptionnelles-capturees-par-robert-au-large-des-cotes-cest,"Des images rares et exceptionnelles capturées par Robert au large des côtes: «C’est épique, une expérience unique» (vidéo)",C’est une vidéo incroyable qu’a réussi à capturer ce papa de 3 enfants alors qu’il se trouvait sur un bateau avec ses 3 filles.,2023-08-03
28,https://www.sudinfo.be/id693439/article/2023-08-03/une-baleine-de-39-millions-dannees-pourrait-etre-lanimal-le-plus-lourd-de-tous,Une baleine de 39 millions d’années pourrait être l’animal le plus lourd de tous les temps,Elle nageait il y a 39 millions d’années au large des côtes péruviennes. C’est une vidéo incroyable qu’a réussi à capturer ce papa de 3 enfants alors qu’il se trouvait sur un bateau avec ses 3 filles.,2023-08-03
